grafo,threads,n,tiempo
completo,32,500,4359.37
arbol,1,600,2.36456
arbol,2,600,47.3685
arbol,4,600,47.0582
arbol,8,600,111.429
arbol,16,600,143.025
arbol,32,600,334.684
arbol,1,600,2.28958
arbol,2,600,46.7034
arbol,4,600,64.168
arbol,8,600,68.3168
arbol,16,600,252.653
arbol,32,600,165.157
arbol,1,600,2.34196
arbol,2,600,37.9757
arbol,4,600,47.7292
arbol,8,600,73.7982
arbol,16,600,177.698
arbol,32,600,306.512
arbol,1,600,2.47097
arbol,2,600,56.9709
arbol,4,600,49.996
arbol,8,600,42.8938
arbol,16,600,159.606
arbol,32,600,284.824
arbol,1,600,2.27589
arbol,2,600,55.9804
arbol,4,600,29.0163
arbol,8,600,86.8841
arbol,16,600,379.619
arbol,32,600,209.975
arbol,1,600,2.32148
arbol,2,600,61.7933
arbol,4,600,34.7457
arbol,8,600,132.884
arbol,16,600,108.651
arbol,32,600,586.903
arbol,1,600,3.23
arbol,2,600,64.116
arbol,4,600,34.5663
arbol,8,600,60.5207
arbol,16,600,460.338
arbol,32,600,420.146
arbol,1,600,2.70845
arbol,2,600,52.1419
arbol,4,600,40.3556
arbol,8,600,57.0225
arbol,16,600,106.541
arbol,32,600,397.676
arbol,1,600,2.29539
arbol,2,600,60.6456
arbol,4,600,39.9507
arbol,8,600,66.6339
arbol,16,600,225.545
arbol,32,600,210.925
arbol,1,600,2.28842
arbol,2,600,49.7008
arbol,4,600,48.1636
arbol,8,600,84.167
arbol,16,600,492.557
arbol,32,600,683.787
ralo,1,600,46.2144
ralo,2,600,141.908
ralo,4,600,273.049
ralo,8,600,1283.29
ralo,16,600,3587.6
ralo,32,600,5626.67
ralo,1,600,48.4686
ralo,2,600,148.476
ralo,4,600,261.947
ralo,8,600,1311.29
ralo,16,600,3391.29
ralo,32,600,8313.17
ralo,1,600,43.7522
ralo,2,600,140.888
ralo,4,600,246.847
ralo,8,600,1381.3
ralo,16,600,2574.93
ralo,32,600,7471.01
ralo,1,600,45.9207
ralo,2,600,142.241
ralo,4,600,269.682
ralo,8,600,1099.51
ralo,16,600,3236.62
ralo,32,600,5270.72
ralo,1,600,42.4209
ralo,2,600,146.677
ralo,4,600,273.122
ralo,8,600,1184.33
ralo,16,600,3118.26
ralo,32,600,9897.11
ralo,1,600,47.7485
ralo,2,600,152.01
ralo,4,600,257.907
ralo,8,600,1302.11
ralo,16,600,2779.56
ralo,32,600,9020.34
ralo,1,600,48.6855
ralo,2,600,150.099
ralo,4,600,258.073
ralo,8,600,1322.21
ralo,16,600,3264.2
ralo,32,600,9303.34
ralo,1,600,45.7437
ralo,2,600,133.293
ralo,4,600,253.865
ralo,8,600,1213.84
ralo,16,600,1518.64
ralo,32,600,9249.11
ralo,1,600,48.0982
ralo,2,600,148.788
ralo,4,600,254.781
ralo,8,600,1299.2
ralo,16,600,3964.56
ralo,32,600,9238.9
ralo,1,600,47.9294
ralo,2,600,149.261
ralo,4,600,267.105
ralo,8,600,1278.39
ralo,16,600,2825.62
ralo,32,600,4919.55
completo,1,600,478.218
completo,2,600,676.314
completo,4,600,1135.77
completo,8,600,2557.25
completo,16,600,4449.56
completo,32,600,6268.21
completo,1,600,470.153
completo,2,600,675.707
completo,4,600,1130.65
completo,8,600,2883.39
completo,16,600,4626.96
completo,32,600,10327.1
completo,1,600,478.252
completo,2,600,679.538
completo,4,600,1115.11
completo,8,600,2920.14
completo,16,600,4200.38
completo,32,600,7712.72
completo,1,600,470.577
completo,2,600,665.807
completo,4,600,1141.06
completo,8,600,2790.52
completo,16,600,4647.16
completo,32,600,7399.45
completo,1,600,478.628
completo,2,600,678.157
completo,4,600,1002.73
completo,8,600,3107.74
completo,16,600,4638.68
completo,32,600,8015.74
completo,1,600,467.864
completo,2,600,688.622
completo,4,600,1017.9
completo,8,600,2484.5
completo,16,600,5270.69
completo,32,600,6333.9
completo,1,600,483.045
completo,2,600,661.152
completo,4,600,1148.35
completo,8,600,2159.06
completo,16,600,5350.13
completo,32,600,8039.83
completo,1,600,467.67
completo,2,600,672.406
completo,4,600,1003.3
completo,8,600,2467.33
completo,16,600,4313.9
completo,32,600,5918.87
completo,1,600,469.119
completo,2,600,669.861
completo,4,600,966.292
completo,8,600,2076.88
completo,16,600,5454.46
completo,32,600,8592.23
completo,1,600,476.427
completo,2,600,673.123
completo,4,600,1110.03
completo,8,600,2649.24
completo,16,600,5136.25
completo,32,600,5634.93
arbol,1,700,4.68994
arbol,2,700,82.0369
arbol,4,700,78.0363
arbol,8,700,363.347
arbol,16,700,1061.08
arbol,32,700,669.703
arbol,1,700,4.21701
arbol,2,700,114
arbol,4,700,74.4651
arbol,8,700,366.269
arbol,16,700,298.211
arbol,32,700,1170.84
arbol,1,700,2.72058
arbol,2,700,115.095
arbol,4,700,49.7418
arbol,8,700,79.3707
arbol,16,700,921.304
arbol,32,700,294.754
arbol,1,700,3.07971
arbol,2,700,98.4373
arbol,4,700,105.753
arbol,8,700,101.174
arbol,16,700,153.434
arbol,32,700,1590.8
arbol,1,700,2.65745
arbol,2,700,92.4181
arbol,4,700,57.7465
arbol,8,700,42.0839
arbol,16,700,738.6
arbol,32,700,3534.58
arbol,1,700,2.81661
arbol,2,700,81.1912
arbol,4,700,153.598
arbol,8,700,103.036
arbol,16,700,343.764
arbol,32,700,3645.62
arbol,1,700,2.64454
arbol,2,700,101.437
arbol,4,700,127.877
arbol,8,700,141.532
arbol,16,700,132.456
arbol,32,700,1213.97
arbol,1,700,2.65996
arbol,2,700,87.8571
arbol,4,700,79.0844
arbol,8,700,208.225
arbol,16,700,54.1345
arbol,32,700,184.128
arbol,1,700,2.71353
arbol,2,700,104.437
arbol,4,700,53.0648
arbol,8,700,80.9241
arbol,16,700,880.482
arbol,32,700,1941.43
arbol,1,700,3.07972
arbol,2,700,91.2735
arbol,4,700,109.93
arbol,8,700,195.886
arbol,16,700,94.2843
arbol,32,700,200.781
ralo,1,700,64.0312
ralo,2,700,179.325
ralo,4,700,334.756
ralo,8,700,1573.27
ralo,16,700,3894.94
ralo,32,700,7553.74
ralo,1,700,65.1424
ralo,2,700,180.957
ralo,4,700,337.518
ralo,8,700,1572.65
ralo,16,700,3934.22
ralo,32,700,8149.94
ralo,1,700,70.1086
ralo,2,700,174.769
ralo,4,700,328.675
ralo,8,700,1486.71
ralo,16,700,3381.4
ralo,32,700,8856.26
ralo,1,700,60.1655
ralo,2,700,176.815
ralo,4,700,337.935
ralo,8,700,1588.18
ralo,16,700,2756.64
ralo,32,700,7396.71
ralo,1,700,61.2665
ralo,2,700,164.803
ralo,4,700,330.204
ralo,8,700,1470.9
ralo,16,700,3990.63
ralo,32,700,8686.28
ralo,1,700,66.7092
ralo,2,700,171.486
ralo,4,700,348.386
ralo,8,700,1519.73
ralo,16,700,4052.85
ralo,32,700,8878.67
ralo,1,700,61.3531
ralo,2,700,179.248
ralo,4,700,345.042
ralo,8,700,1700.94
ralo,16,700,3909.91
ralo,32,700,9484.37
ralo,1,700,57.824
ralo,2,700,178.77
ralo,4,700,345.338
ralo,8,700,1502.51
ralo,16,700,4083.46
ralo,32,700,7041.11
ralo,1,700,58.428
ralo,2,700,186.722
ralo,4,700,350.478
ralo,8,700,1547.65
ralo,16,700,3688.6
ralo,32,700,6893.04
ralo,1,700,57.5355
ralo,2,700,170.722
ralo,4,700,344.013
ralo,8,700,1553.58
ralo,16,700,2734.16
ralo,32,700,8937.67
completo,1,700,662.85
completo,2,700,916.351
completo,4,700,1444.5
completo,8,700,3264.4
completo,16,700,7268.5
completo,32,700,10861.4
completo,1,700,664.648
completo,2,700,946.501
completo,4,700,1315.33
completo,8,700,3506.93
completo,16,700,6508.39
completo,32,700,12814.1
completo,1,700,663.192
completo,2,700,905.426
completo,4,700,1328.58
completo,8,700,3315.2
completo,16,700,6133.18
completo,32,700,12048.1
completo,1,700,658.491
completo,2,700,920.195
completo,4,700,1354.29
completo,8,700,3400.86
completo,16,700,6816.33
completo,32,700,13179.4
completo,1,700,668.808
completo,2,700,921.132
completo,4,700,1261.77
completo,8,700,3892.95
completo,16,700,5841.15
completo,32,700,12640
completo,1,700,666.104
completo,2,700,923.225
completo,4,700,1379.99
completo,8,700,3294.61
completo,16,700,6205.37
completo,32,700,8686.33
completo,1,700,666.388
completo,2,700,926.532
completo,4,700,1422.52
completo,8,700,3165.15
completo,16,700,7252.89
completo,32,700,15285.1
completo,1,700,658.105
completo,2,700,921.343
completo,4,700,1458.64
completo,8,700,3606.92
completo,16,700,7364.68
completo,32,700,11871
completo,1,700,661.892
completo,2,700,932.556
completo,4,700,1438
completo,8,700,3623.74
completo,16,700,6069.98
completo,32,700,12108.6
completo,1,700,663.783
completo,2,700,938.918
completo,4,700,1378.67
completo,8,700,3557.7
completo,16,700,6446.19
completo,32,700,13504.5
arbol,1,800,3.16597
arbol,2,800,88.6241
arbol,4,800,115.9
arbol,8,800,274.219
arbol,16,800,351.043
arbol,32,800,2273.41
arbol,1,800,3.64481
arbol,2,800,88.3401
arbol,4,800,51.6365
arbol,8,800,219.059
arbol,16,800,566.321
arbol,32,800,544.369
arbol,1,800,3.01011
arbol,2,800,105.961
arbol,4,800,66.9821
arbol,8,800,262.41
arbol,16,800,83.6313
arbol,32,800,1148
arbol,1,800,3.02343
arbol,2,800,122.667
arbol,4,800,83.0618
arbol,8,800,220.81
arbol,16,800,1036.92
arbol,32,800,402.699
arbol,1,800,3.06488
arbol,2,800,48.6781
arbol,4,800,64.7317
arbol,8,800,354.937
arbol,16,800,247.03
arbol,32,800,860.878
arbol,1,800,2.97178
arbol,2,800,143.156
arbol,4,800,67.8925
arbol,8,800,114.406
arbol,16,800,577.562
arbol,32,800,242.21
arbol,1,800,3.49342
arbol,2,800,106.878
arbol,4,800,82.958
arbol,8,800,66.1632
arbol,16,800,371.854
arbol,32,800,253.831
arbol,1,800,3.04702
arbol,2,800,124.822
arbol,4,800,73.0324
arbol,8,800,295.63
arbol,16,800,159.243
arbol,32,800,495.33
arbol,1,800,3.01186
arbol,2,800,115.838
arbol,4,800,132.778
arbol,8,800,276.983
arbol,16,800,137.058
arbol,32,800,632.849
arbol,1,800,4.57563
arbol,2,800,124.563
arbol,4,800,58.089
arbol,8,800,248.828
arbol,16,800,726.997
arbol,32,800,291.213
ralo,1,800,78.8414
ralo,2,800,260.039
ralo,4,800,435.462
ralo,8,800,1513.1
ralo,16,800,4206.28
ralo,32,800,7098.94
ralo,1,800,74.831
ralo,2,800,219.447
ralo,4,800,427.798
ralo,8,800,1401.78
ralo,16,800,3809.41
ralo,32,800,9434.18
ralo,1,800,82.8814
ralo,2,800,229.27
ralo,4,800,426.993
ralo,8,800,1618.11
ralo,16,800,4323.85
ralo,32,800,5509.32
ralo,1,800,77.9018
ralo,2,800,231.747
ralo,4,800,408.494
ralo,8,800,1515.99
ralo,16,800,2933.71
ralo,32,800,5547.82
ralo,1,800,74.3618
ralo,2,800,204.196
ralo,4,800,405.843
ralo,8,800,1736.67
ralo,16,800,3598.5
ralo,32,800,5239.26
ralo,1,800,79.7857
ralo,2,800,237.144
ralo,4,800,441.134
ralo,8,800,1604.33
ralo,16,800,4694.21
ralo,32,800,5316.89
ralo,1,800,81.6186
ralo,2,800,232.559
ralo,4,800,410.515
ralo,8,800,1735.78
ralo,16,800,3893.24
ralo,32,800,6719.3
ralo,1,800,75.3414
ralo,2,800,228.798
ralo,4,800,407.344
ralo,8,800,1419.28
ralo,16,800,3266.43
ralo,32,800,7249.98
ralo,1,800,78.7452
ralo,2,800,244.473
ralo,4,800,383.945
ralo,8,800,1817.05
ralo,16,800,3902.31
ralo,32,800,5877.26
ralo,1,800,77.2413
ralo,2,800,234.386
ralo,4,800,385.664
ralo,8,800,1701.21
ralo,16,800,3597.66
ralo,32,800,10320.1
completo,1,800,901.767
completo,2,800,1226.34
completo,4,800,1817.05
completo,8,800,3843.82
completo,16,800,8157.71
completo,32,800,15892.6
completo,1,800,902.651
completo,2,800,1235.06
completo,4,800,1812.39
completo,8,800,4059.71
completo,16,800,9463.94
completo,32,800,17839.4
completo,1,800,902.812
completo,2,800,1242.97
completo,4,800,1851.34
completo,8,800,4184.95
completo,16,800,7828.64
completo,32,800,17060.5
completo,1,800,911.766
completo,2,800,1235.76
completo,4,800,1834.12
completo,8,800,4058.95
completo,16,800,7963.07
completo,32,800,13666.4
completo,1,800,896.472
completo,2,800,1217.56
completo,4,800,1822.89
completo,8,800,3846.88
completo,16,800,8614.86
completo,32,800,16645.5
completo,1,800,900.471
completo,2,800,1238.02
completo,4,800,1831.87
completo,8,800,3950.5
completo,16,800,8611.11
completo,32,800,14138.4
completo,1,800,893.955
completo,2,800,1217.57
completo,4,800,1985.82
completo,8,800,4490.44
completo,16,800,8689.66
completo,32,800,14841.2
completo,1,800,905.499
completo,2,800,1231.95
completo,4,800,1873.25
completo,8,800,3915.74
completo,16,800,8359.71
completo,32,800,16340.8
completo,1,800,902.056
completo,2,800,1232.5
completo,4,800,1835.87
completo,8,800,4154.85
completo,16,800,7916.72
completo,32,800,16276.2
completo,1,800,908.477
completo,2,800,1235.52
completo,4,800,1778.49
completo,8,800,3943.44
completo,16,800,8524.65
completo,32,800,15893.2
arbol,1,900,3.51371
arbol,2,900,155.779
arbol,4,900,76.8595
arbol,8,900,60.1506
arbol,16,900,561.66
arbol,32,900,1623.02
arbol,1,900,3.4631
arbol,2,900,113.62
arbol,4,900,86.311
arbol,8,900,300.13
arbol,16,900,550.323
arbol,32,900,1007.5
arbol,1,900,3.51083
arbol,2,900,127.448
arbol,4,900,180.832
arbol,8,900,283.069
arbol,16,900,228.246
arbol,32,900,722.823
arbol,1,900,3.96558
arbol,2,900,139.277
arbol,4,900,85.6823
arbol,8,900,286.654
arbol,16,900,460.505
arbol,32,900,5195.9
arbol,1,900,4.08525
arbol,2,900,137.509
arbol,4,900,238.865
arbol,8,900,340.594
arbol,16,900,955.764
arbol,32,900,934.358
arbol,1,900,3.48624
arbol,2,900,176.439
arbol,4,900,100.41
arbol,8,900,267.693
arbol,16,900,1795.8
arbol,32,900,820.53
arbol,1,900,3.509
arbol,2,900,140.2
arbol,4,900,216.488
arbol,8,900,256.988
arbol,16,900,513.378
arbol,32,900,3486
arbol,1,900,3.50954
arbol,2,900,171.801
arbol,4,900,97.625
arbol,8,900,230.516
arbol,16,900,355.294
arbol,32,900,842.691
arbol,1,900,3.99765
arbol,2,900,173.333
arbol,4,900,107.61
arbol,8,900,316.827
arbol,16,900,487.03
arbol,32,900,1026.95
arbol,1,900,4.17742
arbol,2,900,183.177
arbol,4,900,185.003
arbol,8,900,236.037
arbol,16,900,1534.33
arbol,32,900,908.529
ralo,1,900,105.621
ralo,2,900,284.376
ralo,4,900,587.204
ralo,8,900,2153.31
ralo,16,900,5468.92
ralo,32,900,13288.2
ralo,1,900,100.353
ralo,2,900,296.194
ralo,4,900,562.324
ralo,8,900,2085.7
ralo,16,900,5753.89
ralo,32,900,14521.5
ralo,1,900,111.32
ralo,2,900,301.633
ralo,4,900,571.994
ralo,8,900,2227.79
ralo,16,900,5227.61
ralo,32,900,13955.5
ralo,1,900,103.75
ralo,2,900,266.742
ralo,4,900,562.168
ralo,8,900,2333.74
ralo,16,900,5697.73
ralo,32,900,13587.8
ralo,1,900,115.326
ralo,2,900,296.597
ralo,4,900,596.978
ralo,8,900,2206.89
ralo,16,900,6064.46
ralo,32,900,14689.2
ralo,1,900,102.269
ralo,2,900,303.669
ralo,4,900,571.971
ralo,8,900,2190.07
ralo,16,900,6162.25
ralo,32,900,14732.2
ralo,1,900,103.17
ralo,2,900,293.427
ralo,4,900,574.368
ralo,8,900,2248.88
ralo,16,900,4998.63
ralo,32,900,15453.1
ralo,1,900,100.696
ralo,2,900,280.825
ralo,4,900,558.579
ralo,8,900,2160.06
ralo,16,900,6185.4
ralo,32,900,14242.3
ralo,1,900,102.696
ralo,2,900,299.064
ralo,4,900,560.975
ralo,8,900,2262.77
ralo,16,900,5715.8
ralo,32,900,6993.66
ralo,1,900,98.7521
ralo,2,900,282.581
ralo,4,900,574.8
ralo,8,900,2331.94
ralo,16,900,5460.73
ralo,32,900,15914.1
completo,1,900,1174.87
completo,2,900,1595.43
completo,4,900,2382.66
completo,8,900,5337.87
completo,16,900,11162.7
completo,32,900,17711.2
completo,1,900,1166.44
completo,2,900,1609.31
completo,4,900,2316.01
completo,8,900,4695.67
completo,16,900,10611.7
completo,32,900,19411.8
completo,1,900,1168.95
completo,2,900,1578.03
completo,4,900,2321.18
completo,8,900,4726
completo,16,900,10881.7
completo,32,900,18356.9
completo,1,900,1165.06
completo,2,900,1611.23
completo,4,900,2316.38
completo,8,900,5154.28
completo,16,900,10033.1
completo,32,900,18414.8
completo,1,900,1171.19
completo,2,900,1597.67
completo,4,900,2282.83
completo,8,900,4813.59
completo,16,900,10331.2
completo,32,900,18749.4
completo,1,900,1174.95
completo,2,900,1599.32
completo,4,900,2295.95
completo,8,900,4917.84
completo,16,900,12594.3
completo,32,900,19136.8
completo,1,900,1175.31
completo,2,900,1584.99
completo,4,900,2283.48
completo,8,900,4881.52
completo,16,900,10753.3
completo,32,900,17829.4
completo,1,900,1173.37
completo,2,900,1577.14
completo,4,900,2294.35
completo,8,900,4425.3
completo,16,900,9977.55
completo,32,900,15471.6
completo,1,900,1166.56
completo,2,900,1581.27
completo,4,900,2147.88
completo,8,900,4400.91
completo,16,900,10067.7
completo,32,900,19535.3
completo,1,900,1166.14
completo,2,900,1580.48
completo,4,900,2306.66
completo,8,900,5217.67
completo,16,900,9698.88
completo,32,900,20880.4
arbol,1,1000,6.93122
arbol,2,1000,131.9
arbol,4,1000,91.2032
arbol,8,1000,170.939
arbol,16,1000,478.623
arbol,32,1000,485.943
arbol,1,1000,4.43228
arbol,2,1000,233.417
arbol,4,1000,97.653
arbol,8,1000,66.4212
arbol,16,1000,199.948
arbol,32,1000,365.417
arbol,1,1000,3.87639
arbol,2,1000,129.864
arbol,4,1000,138.914
arbol,8,1000,86.9642
arbol,16,1000,371.721
arbol,32,1000,356.026
arbol,1,1000,4.00347
arbol,2,1000,123.074
arbol,4,1000,110.119
arbol,8,1000,74.038
arbol,16,1000,230.628
arbol,32,1000,1441.28
arbol,1,1000,3.88759
arbol,2,1000,53.824
arbol,4,1000,81.9573
arbol,8,1000,74.503
arbol,16,1000,317.797
arbol,32,1000,1476.43
arbol,1,1000,4.4124
arbol,2,1000,127.868
arbol,4,1000,73.1938
arbol,8,1000,148.932
arbol,16,1000,136.505
arbol,32,1000,404.511
arbol,1,1000,4.38796
arbol,2,1000,147.364
arbol,4,1000,124.217
arbol,8,1000,145.134
arbol,16,1000,224.445
arbol,32,1000,786.287
arbol,1,1000,4.47556
arbol,2,1000,126.107
arbol,4,1000,70.1933
arbol,8,1000,136.585
arbol,16,1000,94.5368
arbol,32,1000,827.775
arbol,1,1000,3.97562
arbol,2,1000,183.586
arbol,4,1000,137.622
arbol,8,1000,322.696
arbol,16,1000,240.997
arbol,32,1000,318.041
arbol,1,1000,3.95274
arbol,2,1000,139.54
arbol,4,1000,98.7735
arbol,8,1000,91.4258
arbol,16,1000,128.791
arbol,32,1000,1497.05
ralo,1,1000,122.971
ralo,2,1000,327.412
ralo,4,1000,702.816
ralo,8,1000,2814.69
ralo,16,1000,7405.62
ralo,32,1000,8254.04
ralo,1,1000,122.769
ralo,2,1000,359.739
ralo,4,1000,687.298
ralo,8,1000,2596.15
ralo,16,1000,5794.06
ralo,32,1000,10905.6
ralo,1,1000,122.639
ralo,2,1000,355.56
ralo,4,1000,688.99
ralo,8,1000,2583.86
ralo,16,1000,6324.32
ralo,32,1000,13484
ralo,1,1000,119.779
ralo,2,1000,334.83
ralo,4,1000,702.075
ralo,8,1000,2495.04
ralo,16,1000,4553.92
ralo,32,1000,12868.3
ralo,1,1000,132.372
ralo,2,1000,360.889
ralo,4,1000,719.555
ralo,8,1000,2703.67
ralo,16,1000,6518.24
ralo,32,1000,17863.6
ralo,1,1000,131.787
ralo,2,1000,350.408
ralo,4,1000,684.302
ralo,8,1000,2407.94
ralo,16,1000,6329.6
ralo,32,1000,12274.1
ralo,1,1000,122.044
ralo,2,1000,342.655
ralo,4,1000,698.677
ralo,8,1000,2301.89
ralo,16,1000,6128.21
ralo,32,1000,14843.8
ralo,1,1000,123.341
ralo,2,1000,338.21
ralo,4,1000,693.207
ralo,8,1000,2624.57
ralo,16,1000,4851.02
ralo,32,1000,15469.4
ralo,1,1000,120.227
ralo,2,1000,330.154
ralo,4,1000,704.368
ralo,8,1000,2416.62
ralo,16,1000,7029.03
ralo,32,1000,17137.5
ralo,1,1000,126.147
ralo,2,1000,335.586
ralo,4,1000,706.264
ralo,8,1000,2810.51
ralo,16,1000,5907.91
ralo,32,1000,14742.6
completo,1,1000,1494.03
completo,2,1000,1926.13
completo,4,1000,2820.1
completo,8,1000,5763.69
completo,16,1000,10518.3
completo,32,1000,18966.5
completo,1,1000,1482.57
completo,2,1000,1965.85
completo,4,1000,2931.59
completo,8,1000,5243.93
completo,16,1000,11490.5
completo,32,1000,20365.9
completo,1,1000,1477.27
completo,2,1000,1947.29
completo,4,1000,2750.31
completo,8,1000,5121.06
completo,16,1000,12215.6
completo,32,1000,20159.7
completo,1,1000,1475.94
completo,2,1000,1965.95
completo,4,1000,2839.85
completo,8,1000,5562.12
completo,16,1000,12016.2
completo,32,1000,20924.9
completo,1,1000,1474.05
completo,2,1000,1971.4
completo,4,1000,2944.94
completo,8,1000,6175.08
completo,16,1000,12259.4
completo,32,1000,22997.6
completo,1,1000,1478.62
completo,2,1000,1930.47
completo,4,1000,2909.61
completo,8,1000,6921.57
completo,16,1000,11639.2
completo,32,1000,22950.8
completo,1,1000,1468.63
completo,2,1000,1939.22
completo,4,1000,3013.08
completo,8,1000,5639.96
completo,16,1000,11084
completo,32,1000,14962.4
completo,1,1000,1471.55
completo,2,1000,1937.19
completo,4,1000,2779.71
completo,8,1000,6373.8
completo,16,1000,11878.2
completo,32,1000,14754.1
completo,1,1000,1469.7
completo,2,1000,1941.1
completo,4,1000,2807.62
completo,8,1000,5936.29
completo,16,1000,10235.7
completo,32,1000,30401.8
completo,1,1000,1465.58
completo,2,1000,1964.24
completo,4,1000,3058.19
completo,8,1000,5932.14
completo,16,1000,12571.6
completo,32,1000,21494.7
arbol,1,100,0.551062
arbol,2,100,3.56646
arbol,4,100,6.19367
arbol,8,100,104.22
arbol,16,100,234.101
arbol,32,100,656.345
arbol,1,100,0.442751
arbol,2,100,4.20076
arbol,4,100,2.50707
arbol,8,100,28.8722
arbol,16,100,275.573
arbol,32,100,13.4946
arbol,1,100,0.37123
arbol,2,100,3.75004
arbol,4,100,3.27222
arbol,8,100,102.345
arbol,16,100,113.554
arbol,32,100,282.274
arbol,1,100,0.378628
arbol,2,100,3.56776
arbol,4,100,6.35024
arbol,8,100,85.1105
arbol,16,100,7.54332
arbol,32,100,542.781
arbol,1,100,0.358352
arbol,2,100,3.4281
arbol,4,100,8.80825
arbol,8,100,73.5751
arbol,16,100,200.372
arbol,32,100,3.12977
arbol,1,100,0.378032
arbol,2,100,6.31551
arbol,4,100,11.0315
arbol,8,100,58.3367
arbol,16,100,33.8733
arbol,32,100,544.988
arbol,1,100,0.385096
arbol,2,100,4.43663
arbol,4,100,6.45908
arbol,8,100,107.925
arbol,16,100,120.546
arbol,32,100,256.256
arbol,1,100,0.387001
arbol,2,100,4.5043
arbol,4,100,3.7944
arbol,8,100,29.2345
arbol,16,100,14.5807
arbol,32,100,147.678
arbol,1,100,0.393066
arbol,2,100,4.45156
arbol,4,100,11.6123
arbol,8,100,138.812
arbol,16,100,229.732
arbol,32,100,245.923
arbol,1,100,0.38288
arbol,2,100,6.82685
arbol,4,100,6.31067
arbol,8,100,69.1246
arbol,16,100,344.585
arbol,32,100,348.953
ralo,1,100,1.1449
ralo,2,100,3.81229
ralo,4,100,5.8681
ralo,8,100,88.5119
ralo,16,100,239.556
ralo,32,100,386.348
ralo,1,100,1.01872
ralo,2,100,4.60274
ralo,4,100,5.87166
ralo,8,100,54.1035
ralo,16,100,210.766
ralo,32,100,359.323
ralo,1,100,1.08205
ralo,2,100,4.19613
ralo,4,100,6.03711
ralo,8,100,50.8744
ralo,16,100,240.265
ralo,32,100,93.0045
ralo,1,100,1.07456
ralo,2,100,8.31281
ralo,4,100,6.82228
ralo,8,100,33.0091
ralo,16,100,236.699
ralo,32,100,103.152
ralo,1,100,1.01762
ralo,2,100,3.91018
ralo,4,100,6.16553
ralo,8,100,60.5821
ralo,16,100,491.181
ralo,32,100,362.25
ralo,1,100,1.04419
ralo,2,100,4.0523
ralo,4,100,6.18204
ralo,8,100,56.3812
ralo,16,100,160.944
ralo,32,100,90.558
ralo,1,100,1.08709
ralo,2,100,3.94998
ralo,4,100,5.9272
ralo,8,100,89.5089
ralo,16,100,234.267
ralo,32,100,152.447
ralo,1,100,1.11766
ralo,2,100,4.06294
ralo,4,100,5.78572
ralo,8,100,67.9781
ralo,16,100,155.981
ralo,32,100,190.096
ralo,1,100,1.00832
ralo,2,100,4.11935
ralo,4,100,41.4221
ralo,8,100,145.739
ralo,16,100,139.576
ralo,32,100,473.485
ralo,1,100,1.07306
ralo,2,100,4.25319
ralo,4,100,5.84401
ralo,8,100,58.5516
ralo,16,100,88.0123
ralo,32,100,97.4719
completo,1,100,11.3266
completo,2,100,21.5034
completo,4,100,27.045
completo,8,100,95.4891
completo,16,100,152.384
completo,32,100,237.686
completo,1,100,11.3936
completo,2,100,21.2112
completo,4,100,28.4046
completo,8,100,193.385
completo,16,100,161.375
completo,32,100,290.856
completo,1,100,13.32
completo,2,100,19.8352
completo,4,100,41.2021
completo,8,100,63.6265
completo,16,100,209.968
completo,32,100,104.34
completo,1,100,13.3913
completo,2,100,21.2223
completo,4,100,32.3432
completo,8,100,68.1114
completo,16,100,232.951
completo,32,100,271.942
completo,1,100,10.0131
completo,2,100,20.9664
completo,4,100,30.2214
completo,8,100,104.341
completo,16,100,123.636
completo,32,100,327.952
completo,1,100,14.6055
completo,2,100,19.8337
completo,4,100,27.0425
completo,8,100,47.0351
completo,16,100,179.133
completo,32,100,178.722
completo,1,100,12.8469
completo,2,100,20.4119
completo,4,100,29.0047
completo,8,100,100.967
completo,16,100,187.088
completo,32,100,383.549
completo,1,100,12.4502
completo,2,100,24.0207
completo,4,100,29.3613
completo,8,100,120.614
completo,16,100,180.93
completo,32,100,302.479
completo,1,100,13.7432
completo,2,100,19.3109
completo,4,100,28.0319
completo,8,100,51.0628
completo,16,100,146.66
completo,32,100,210.734
completo,1,100,10.9845
completo,2,100,20.2539
completo,4,100,28.74
completo,8,100,76.5933
completo,16,100,149.179
completo,32,100,460.113
arbol,1,200,0.786198
arbol,2,200,14.7185
arbol,4,200,6.12661
arbol,8,200,31.6803
arbol,16,200,176.426
arbol,32,200,205.278
arbol,1,200,0.725612
arbol,2,200,12.0688
arbol,4,200,16.0464
arbol,8,200,46.7004
arbol,16,200,250.378
arbol,32,200,299.228
arbol,1,200,0.781614
arbol,2,200,9.24468
arbol,4,200,15.4525
arbol,8,200,122.788
arbol,16,200,30.4867
arbol,32,200,23.5873
arbol,1,200,0.732628
arbol,2,200,11.6925
arbol,4,200,8.48124
arbol,8,200,26.7456
arbol,16,200,44.2705
arbol,32,200,213.598
arbol,1,200,0.768244
arbol,2,200,9.38769
arbol,4,200,11.3026
arbol,8,200,96.6065
arbol,16,200,370.256
arbol,32,200,193.355
arbol,1,200,1.05064
arbol,2,200,16.5574
arbol,4,200,16.7309
arbol,8,200,19.6343
arbol,16,200,297.18
arbol,32,200,49.5205
arbol,1,200,0.770547
arbol,2,200,10.504
arbol,4,200,5.57573
arbol,8,200,13.8963
arbol,16,200,425.157
arbol,32,200,200.369
